Date,Open,High,Low,Close,Adj Close,Volume,Company
2010-04-19,325.0,325.75,317.25,323.29998779296875,229.01329040527344,266109,TATACHEM.NS
2010-04-20,325.5,328.0,323.1000061035156,325.54998779296875,230.60711669921875,164006,TATACHEM.NS
2010-04-21,327.0,330.5,325.29998779296875,327.25,231.81134033203125,137987,TATACHEM.NS
2010-04-22,325.0,332.75,325.0,330.95001220703125,234.4322967529297,369629,TATACHEM.NS
2010-04-23,332.8999938964844,343.70001220703125,332.04998779296875,340.45001220703125,241.16172790527344,951227,TATACHEM.NS
2010-04-26,342.70001220703125,348.5,336.3500061035156,345.95001220703125,245.05767822265625,680711,TATACHEM.NS
2010-04-27,344.0,353.70001220703125,343.0,352.5,249.6974334716797,595266,TATACHEM.NS
2010-04-28,349.0,352.3999938964844,341.5,343.70001220703125,243.4639129638672,390992,TATACHEM.NS
2010-04-29,343.25,349.5,343.25,345.6000061035156,244.80979919433594,188407,TATACHEM.NS
2010-04-30,346.0,356.5,346.0,353.8500061035156,250.65374755859375,410243,TATACHEM.NS
2010-05-03,348.5,355.8999938964844,348.5,353.54998779296875,250.44119262695312,260807,TATACHEM.NS
2010-05-04,354.0,356.04998779296875,340.25,342.20001220703125,242.40138244628906,206400,TATACHEM.NS
2010-05-05,340.0,344.75,332.20001220703125,342.95001220703125,242.9326171875,224656,TATACHEM.NS
2010-05-06,344.5,344.5,335.0,338.29998779296875,239.63873291015625,124441,TATACHEM.NS
2010-05-07,336.0,337.04998779296875,326.0,328.6499938964844,232.80303955078125,167803,TATACHEM.NS
2010-05-10,331.1000061035156,342.0,331.0,339.8500061035156,240.73667907714844,275566,TATACHEM.NS
2010-05-11,340.0,344.45001220703125,335.54998779296875,336.6499938964844,238.4698944091797,198983,TATACHEM.NS
2010-05-12,336.0,339.5,331.0,334.29998779296875,236.80532836914062,314292,TATACHEM.NS
2010-05-13,335.1000061035156,338.5,331.3999938964844,335.5,237.6553192138672,441523,TATACHEM.NS
2010-05-14,337.70001220703125,340.0,333.1000061035156,335.1000061035156,237.3719482421875,196175,TATACHEM.NS
2010-05-17,333.5,341.0,326.25,339.75,240.66587829589844,240802,TATACHEM.NS
2010-05-18,338.3999938964844,345.0,338.3500061035156,339.45001220703125,240.453369140625,224091,TATACHEM.NS
2010-05-19,337.0,343.5,329.1000061035156,330.3500061035156,234.0072784423828,205919,TATACHEM.NS
2010-05-20,332.0,334.0,322.1000061035156,324.1499938964844,229.6154022216797,146557,TATACHEM.NS
2010-05-21,321.20001220703125,321.20001220703125,313.3500061035156,317.29998779296875,224.7631378173828,357737,TATACHEM.NS
2010-05-24,322.0,324.70001220703125,298.20001220703125,305.04998779296875,216.08570861816406,480242,TATACHEM.NS
2010-05-25,295.0,304.20001220703125,295.0,297.70001220703125,210.8792724609375,476310,TATACHEM.NS
2010-05-26,300.0,308.0,298.54998779296875,304.3500061035156,215.58987426757812,486602,TATACHEM.NS
2010-05-27,305.0,333.0,300.29998779296875,327.8999938964844,232.2718048095703,893899,TATACHEM.NS
2010-05-28,330.0,330.6000061035156,314.0,319.1499938964844,226.07357788085938,367394,TATACHEM.NS
2010-05-31,315.29998779296875,324.70001220703125,315.29998779296875,321.54998779296875,227.7736358642578,476540,TATACHEM.NS
2010-06-01,323.0,325.3999938964844,312.1499938964844,316.20001220703125,223.98397827148438,377893,TATACHEM.NS
2010-06-02,317.0,318.79998779296875,306.0,308.54998779296875,218.56495666503906,493613,TATACHEM.NS
2010-06-03,314.04998779296875,316.3999938964844,311.20001220703125,314.8500061035156,223.0276641845703,348082,TATACHEM.NS
2010-06-04,316.0,321.0,311.75,319.6000061035156,226.3923797607422,311742,TATACHEM.NS
2010-06-07,312.0,318.0,304.5,314.3500061035156,222.67347717285156,378555,TATACHEM.NS
2010-06-08,317.3500061035156,319.29998779296875,307.1000061035156,308.6000061035156,218.60043334960938,177607,TATACHEM.NS
2010-06-09,310.0,312.6000061035156,305.75,307.45001220703125,217.78575134277344,267263,TATACHEM.NS
2010-06-10,306.1499938964844,313.0,306.1499938964844,312.20001220703125,221.15048217773438,176450,TATACHEM.NS
2010-06-11,316.0,316.0,309.1000061035156,311.20001220703125,220.44215393066406,168746,TATACHEM.NS
2010-06-14,316.0,316.0,311.70001220703125,315.3500061035156,223.3818359375,156435,TATACHEM.NS
2010-06-15,317.8999938964844,322.5,315.1000061035156,319.5,226.32154846191406,547363,TATACHEM.NS
2010-06-16,321.5,322.54998779296875,312.6499938964844,314.20001220703125,222.5672149658203,413737,TATACHEM.NS
2010-06-17,311.1000061035156,315.5,309.0,311.54998779296875,220.69007873535156,327160,TATACHEM.NS
2010-06-18,311.0,312.0,307.29998779296875,308.70001220703125,218.67120361328125,191524,TATACHEM.NS
2010-06-21,315.0,318.6000061035156,310.25,317.3500061035156,224.79856872558594,465195,TATACHEM.NS
2010-06-22,318.0,318.5,314.1499938964844,315.1000061035156,223.2047576904297,249774,TATACHEM.NS
2010-06-23,315.1000061035156,324.70001220703125,312.79998779296875,320.3999938964844,226.9590606689453,345612,TATACHEM.NS
2010-06-24,322.95001220703125,329.3999938964844,321.1499938964844,328.29998779296875,232.55508422851562,710950,TATACHEM.NS
2010-06-25,329.0,331.8999938964844,324.25,326.25,231.10296630859375,294842,TATACHEM.NS
2010-06-28,329.0,329.0,325.70001220703125,327.0,231.63424682617188,194733,TATACHEM.NS
2010-06-29,328.0,338.95001220703125,324.5,332.45001220703125,235.49488830566406,864235,TATACHEM.NS
2010-06-30,335.0,339.3999938964844,328.0,334.29998779296875,236.80532836914062,831865,TATACHEM.NS
2010-07-01,331.6499938964844,334.70001220703125,329.3999938964844,330.0,233.7593536376953,316856,TATACHEM.NS
2010-07-02,324.5,326.8999938964844,319.1000061035156,322.3999938964844,234.77882385253906,303986,TATACHEM.NS
2010-07-05,321.8999938964844,329.3999938964844,321.0,323.95001220703125,235.90762329101562,416554,TATACHEM.NS
2010-07-06,325.8500061035156,327.8999938964844,322.8999938964844,325.79998779296875,237.25474548339844,278125,TATACHEM.NS
2010-07-07,325.04998779296875,326.75,321.79998779296875,324.70001220703125,236.45375061035156,320084,TATACHEM.NS
2010-07-08,326.0,328.8500061035156,324.1499938964844,325.20001220703125,236.8178253173828,380909,TATACHEM.NS
2010-07-09,328.6000061035156,329.5,325.5,327.04998779296875,238.1650848388672,356011,TATACHEM.NS
2010-07-12,328.0,331.6000061035156,324.0,327.8999938964844,238.78411865234375,266764,TATACHEM.NS
2010-07-13,328.1000061035156,331.70001220703125,326.04998779296875,328.8999938964844,239.5122833251953,339961,TATACHEM.NS
2010-07-14,331.79998779296875,331.79998779296875,324.5,325.25,236.85426330566406,226929,TATACHEM.NS
2010-07-15,324.79998779296875,328.0,324.0,325.0,236.67221069335938,271863,TATACHEM.NS
2010-07-16,324.29998779296875,327.70001220703125,323.3500061035156,325.20001220703125,236.8178253173828,280849,TATACHEM.NS
2010-07-19,319.0,327.8500061035156,319.0,325.5,237.03628540039062,152171,TATACHEM.NS
2010-07-20,327.0,327.5,324.1000061035156,325.0,236.67221069335938,217561,TATACHEM.NS
2010-07-21,325.5,330.3999938964844,325.0,328.75,239.4030303955078,388858,TATACHEM.NS
2010-07-22,329.0,330.70001220703125,325.29998779296875,326.20001220703125,237.54611206054688,281130,TATACHEM.NS
2010-07-23,329.5,329.5,324.45001220703125,327.3500061035156,238.38352966308594,457368,TATACHEM.NS
2010-07-26,327.75,329.70001220703125,326.45001220703125,328.1499938964844,238.96607971191406,185829,TATACHEM.NS
2010-07-27,328.5,329.5,327.0,328.0,238.8568572998047,153615,TATACHEM.NS
2010-07-28,328.95001220703125,330.70001220703125,326.1499938964844,327.54998779296875,238.52915954589844,324531,TATACHEM.NS
2010-07-29,329.8999938964844,331.0,319.20001220703125,322.04998779296875,234.52391052246094,1072875,TATACHEM.NS
2010-07-30,322.20001220703125,340.6000061035156,322.20001220703125,336.79998779296875,245.26522827148438,1150743,TATACHEM.NS
2010-08-02,339.70001220703125,353.70001220703125,339.70001220703125,352.6499938964844,256.8075256347656,1190859,TATACHEM.NS
2010-08-03,355.0,355.04998779296875,348.20001220703125,349.54998779296875,254.550048828125,317349,TATACHEM.NS
2010-08-04,349.6000061035156,349.8500061035156,344.8500061035156,347.5,253.05718994140625,174327,TATACHEM.NS
2010-08-05,346.20001220703125,348.75,338.20001220703125,339.95001220703125,247.5591278076172,594862,TATACHEM.NS
2010-08-06,343.0,361.3500061035156,341.0,355.70001220703125,259.0286560058594,1449265,TATACHEM.NS
2010-08-09,357.8999938964844,370.75,357.0,367.8999938964844,267.9129333496094,1047705,TATACHEM.NS
2010-08-10,370.1000061035156,370.95001220703125,360.20001220703125,361.75,263.4344177246094,698277,TATACHEM.NS
2010-08-11,361.79998779296875,373.5,360.5,362.20001220703125,263.76202392578125,679779,TATACHEM.NS
2010-08-12,360.0,365.5,358.25,360.5,262.5240783691406,625459,TATACHEM.NS
2010-08-13,360.29998779296875,367.5,360.29998779296875,363.20001220703125,264.49029541015625,318825,TATACHEM.NS
2010-08-16,367.1499938964844,384.8999938964844,367.0,383.29998779296875,279.1275939941406,1767332,TATACHEM.NS
2010-08-17,385.0,390.8999938964844,384.8999938964844,387.6499938964844,282.2953186035156,1121419,TATACHEM.NS
2010-08-18,390.70001220703125,404.5,389.95001220703125,401.6499938964844,292.4904479980469,1634094,TATACHEM.NS
2010-08-19,405.0,412.25,390.1499938964844,401.25,292.19915771484375,1182500,TATACHEM.NS
2010-08-20,400.0,403.79998779296875,391.5,396.45001220703125,288.7037048339844,353655,TATACHEM.NS
2010-08-23,398.0,407.3999938964844,393.0,405.29998779296875,295.14849853515625,627753,TATACHEM.NS
2010-08-24,407.5,408.45001220703125,396.1000061035156,401.1000061035156,292.0898742675781,460680,TATACHEM.NS
2010-08-25,397.1499938964844,404.54998779296875,390.95001220703125,396.3500061035156,288.6308898925781,741652,TATACHEM.NS
2010-08-26,397.5,400.79998779296875,388.3500061035156,390.25,284.1887512207031,327817,TATACHEM.NS
2010-08-27,391.5,399.70001220703125,377.04998779296875,382.0,278.180908203125,506939,TATACHEM.NS
2010-08-30,387.8999938964844,394.0,382.5,387.20001220703125,281.9676513671875,247278,TATACHEM.NS
2010-08-31,386.70001220703125,397.5,381.0,395.3999938964844,287.9390563964844,482115,TATACHEM.NS
2010-09-01,398.0,399.5,392.1000061035156,396.3500061035156,288.6308898925781,273045,TATACHEM.NS
2010-09-02,399.0,402.75,394.6000061035156,396.29998779296875,288.59442138671875,186990,TATACHEM.NS
2010-09-03,398.8999938964844,413.8999938964844,397.29998779296875,410.5,298.9352111816406,1244473,TATACHEM.NS
2010-09-06,415.0,424.6499938964844,413.5,418.6000061035156,304.83380126953125,826632,TATACHEM.NS
2010-09-07,421.0,421.0,410.20001220703125,413.04998779296875,300.7922058105469,250124,TATACHEM.NS
2010-09-08,412.0,418.5,407.54998779296875,409.20001220703125,297.98858642578125,473894,TATACHEM.NS
2010-09-09,411.5,427.0,411.5,425.1499938964844,309.60369873046875,1147818,TATACHEM.NS
2010-09-13,430.0,434.0,427.0,429.6000061035156,312.8442687988281,594320,TATACHEM.NS
2010-09-14,430.5,431.75,421.1499938964844,423.25,308.22003173828125,464431,TATACHEM.NS
2010-09-15,424.0,428.54998779296875,418.29998779296875,420.3999938964844,306.1446228027344,239539,TATACHEM.NS
2010-09-16,422.29998779296875,424.70001220703125,411.3999938964844,412.75,300.57379150390625,301865,TATACHEM.NS
2010-09-17,416.3999938964844,416.70001220703125,410.5,412.5,300.3916320800781,575065,TATACHEM.NS
2010-09-20,412.54998779296875,419.5,411.29998779296875,416.04998779296875,302.97674560546875,379929,TATACHEM.NS
2010-09-21,420.0,420.8999938964844,403.1000061035156,405.5,295.2940673828125,636709,TATACHEM.NS
2010-09-22,408.6499938964844,408.6499938964844,395.1000061035156,397.70001220703125,289.6140441894531,660829,TATACHEM.NS
2010-09-23,400.0,402.6000061035156,394.1499938964844,395.8999938964844,288.30316162109375,320961,TATACHEM.NS
2010-09-24,397.20001220703125,408.5,395.29998779296875,407.3999938964844,296.67767333984375,538019,TATACHEM.NS
2010-09-27,408.6000061035156,417.0,405.5,410.79998779296875,299.1537170410156,731495,TATACHEM.NS
2010-09-28,412.0,413.8999938964844,402.1499938964844,406.1499938964844,295.7674560546875,305814,TATACHEM.NS
2010-09-29,407.0,409.5,398.0,399.6000061035156,290.9976806640625,256522,TATACHEM.NS
2010-09-30,398.0,405.0,392.5,399.6000061035156,290.9976806640625,674780,TATACHEM.NS
2010-10-01,401.0,405.95001220703125,400.1000061035156,401.75,292.5632629394531,529343,TATACHEM.NS
2010-10-04,401.75,407.25,399.0,402.20001220703125,292.8909912109375,890738,TATACHEM.NS
2010-10-05,403.8999938964844,404.8500061035156,396.0,397.5,289.46832275390625,943271,TATACHEM.NS
2010-10-06,402.8999938964844,416.8999938964844,399.3500061035156,414.45001220703125,301.8116760253906,1703575,TATACHEM.NS
2010-10-07,420.0,424.29998779296875,409.1000061035156,412.20001220703125,300.17315673828125,1118859,TATACHEM.NS
2010-10-08,414.3500061035156,416.0,406.3999938964844,410.5,298.9352111816406,542325,TATACHEM.NS
2010-10-11,413.75,424.29998779296875,412.6000061035156,422.79998779296875,307.8923645019531,867386,TATACHEM.NS
2010-10-12,425.0,426.0,416.95001220703125,421.6499938964844,307.05487060546875,714086,TATACHEM.NS
2010-10-13,424.70001220703125,426.45001220703125,421.0,422.6000061035156,307.7467041015625,585424,TATACHEM.NS
2010-10-14,423.5,436.3500061035156,419.25,434.3500061035156,316.30328369140625,1928351,TATACHEM.NS
2010-10-15,437.79998779296875,439.3999938964844,428.5,431.3999938964844,314.1550598144531,1214575,TATACHEM.NS
2010-10-18,435.0,435.0,420.1499938964844,425.3500061035156,309.7492980957031,482069,TATACHEM.NS
2010-10-19,430.5,432.3999938964844,420.0,421.54998779296875,306.9820556640625,522520,TATACHEM.NS
2010-10-20,421.0,427.5,417.04998779296875,424.95001220703125,309.4580383300781,650980,TATACHEM.NS
2010-10-21,428.0,437.70001220703125,425.0,431.8500061035156,314.4827575683594,850206,TATACHEM.NS
2010-10-22,435.0,435.75,424.0,429.3999938964844,312.6986083984375,349418,TATACHEM.NS
2010-10-25,430.8999938964844,434.95001220703125,429.25,430.6499938964844,313.60888671875,218608,TATACHEM.NS
2010-10-26,432.0,444.5,430.29998779296875,440.0,320.41778564453125,962124,TATACHEM.NS
2010-10-27,440.29998779296875,446.5,435.25,437.8999938964844,318.88848876953125,1105230,TATACHEM.NS
2010-10-28,439.0,440.8999938964844,420.6000061035156,425.45001220703125,309.8221740722656,892483,TATACHEM.NS
2010-10-29,428.04998779296875,430.6000061035156,386.0,390.45001220703125,284.3343200683594,2129977,TATACHEM.NS
2010-11-01,395.0,398.0,374.25,386.1499938964844,281.2030334472656,1723052,TATACHEM.NS
2010-11-02,394.0,394.95001220703125,386.25,393.79998779296875,286.77392578125,574795,TATACHEM.NS
2010-11-03,395.5,412.45001220703125,394.95001220703125,407.20001220703125,296.5321044921875,1879250,TATACHEM.NS
2010-11-04,408.6499938964844,416.6000061035156,405.54998779296875,415.04998779296875,302.24859619140625,1075062,TATACHEM.NS
2010-11-08,416.1499938964844,416.1499938964844,407.0,410.75,299.1173095703125,370684,TATACHEM.NS
2010-11-09,412.04998779296875,413.1499938964844,402.04998779296875,406.1000061035156,295.7310485839844,676322,TATACHEM.NS
2010-11-10,407.0,413.0,407.0,410.25,298.7531433105469,306994,TATACHEM.NS
2010-11-11,413.45001220703125,414.0,398.29998779296875,402.29998779296875,292.9637756347656,275230,TATACHEM.NS
2010-11-12,398.0,404.95001220703125,389.5,391.1000061035156,284.8077087402344,324197,TATACHEM.NS
2010-11-15,391.1000061035156,396.70001220703125,377.0,385.1499938964844,280.4747619628906,511483,TATACHEM.NS
2010-11-16,377.8999938964844,392.0,375.0,377.3999938964844,274.8310546875,361466,TATACHEM.NS
2010-11-18,378.0,384.0,368.0,381.20001220703125,277.59832763671875,356961,TATACHEM.NS
2010-11-19,383.6499938964844,391.5,370.0,372.1000061035156,270.97149658203125,876274,TATACHEM.NS
2010-11-22,373.3500061035156,389.0,365.25,379.20001220703125,276.141845703125,327257,TATACHEM.NS
2010-11-23,377.0,383.79998779296875,368.0,380.20001220703125,276.8700866699219,428272,TATACHEM.NS
2010-11-24,381.5,384.8999938964844,364.75,368.75,268.5319519042969,349681,TATACHEM.NS
2010-11-25,371.0,374.75,348.3999938964844,356.1499938964844,259.3563537597656,1165026,TATACHEM.NS
2010-11-26,357.54998779296875,364.54998779296875,341.0,352.04998779296875,256.3706359863281,525796,TATACHEM.NS
2010-11-29,353.0,362.0,345.25,359.75,261.9779052734375,343422,TATACHEM.NS
2010-11-30,360.0,360.0,350.0,354.8500061035156,258.4096374511719,663882,TATACHEM.NS
2010-12-01,355.0,375.45001220703125,354.0,373.5,271.9909973144531,423515,TATACHEM.NS
2010-12-02,377.0,380.8999938964844,366.1000061035156,369.8999938964844,269.3694152832031,435856,TATACHEM.NS
2010-12-03,372.75,372.75,357.25,362.1499938964844,263.72564697265625,276275,TATACHEM.NS
2010-12-06,366.8999938964844,366.8999938964844,360.0,361.20001220703125,263.0338439941406,127046,TATACHEM.NS
2010-12-07,361.0,363.0,351.20001220703125,354.75,258.3368225097656,309140,TATACHEM.NS
2010-12-08,351.0,359.0,340.0,355.3999938964844,258.8102111816406,613534,TATACHEM.NS
2010-12-09,358.3999938964844,363.5,330.1000061035156,348.0,253.4213409423828,808550,TATACHEM.NS
2010-12-10,349.75,359.95001220703125,340.04998779296875,357.04998779296875,260.01177978515625,401835,TATACHEM.NS
2010-12-13,357.1000061035156,363.8500061035156,352.1000061035156,361.20001220703125,263.0338439941406,162264,TATACHEM.NS
2010-12-14,362.0,374.0,361.54998779296875,373.1499938964844,271.7361145019531,326146,TATACHEM.NS
2010-12-15,373.8999938964844,375.3999938964844,363.5,366.75,267.0754699707031,256092,TATACHEM.NS
2010-12-16,367.3999938964844,376.3999938964844,364.04998779296875,372.3500061035156,271.1535949707031,322428,TATACHEM.NS
2010-12-20,372.3500061035156,379.70001220703125,366.0,373.8500061035156,272.2458801269531,361215,TATACHEM.NS
2010-12-21,382.79998779296875,382.79998779296875,373.29998779296875,374.79998779296875,272.9376220703125,386458,TATACHEM.NS
2010-12-22,376.5,389.45001220703125,376.5,388.1499938964844,282.659423828125,908101,TATACHEM.NS
2010-12-23,390.0,399.8500061035156,389.0,394.3999938964844,287.2108459472656,690320,TATACHEM.NS
2010-12-24,391.04998779296875,395.70001220703125,386.5,391.8500061035156,285.3538818359375,386608,TATACHEM.NS
2010-12-27,396.8999938964844,399.79998779296875,392.1000061035156,393.3500061035156,286.4461975097656,234420,TATACHEM.NS
2010-12-28,390.5,393.3500061035156,386.5,387.79998779296875,282.404541015625,315476,TATACHEM.NS
2010-12-29,389.1000061035156,390.79998779296875,386.29998779296875,387.04998779296875,281.8583984375,165957,TATACHEM.NS
2010-12-30,388.95001220703125,391.5,384.0,389.3500061035156,283.5332946777344,410008,TATACHEM.NS
2010-12-31,389.0,395.70001220703125,389.0,393.8999938964844,286.8467102050781,312024,TATACHEM.NS
2011-01-03,394.0,407.20001220703125,394.0,404.6000061035156,294.63873291015625,446136,TATACHEM.NS
2011-01-04,407.0,411.8500061035156,405.0,408.1000061035156,297.1875,602129,TATACHEM.NS
2011-01-05,410.8999938964844,410.95001220703125,396.04998779296875,398.70001220703125,290.3422546386719,264724,TATACHEM.NS
2011-01-06,401.0,401.0,380.3999938964844,385.04998779296875,280.4020080566406,808716,TATACHEM.NS
2011-01-07,381.0,392.8999938964844,372.0,376.5,274.1756896972656,418592,TATACHEM.NS
2011-01-10,378.3500061035156,383.0,367.1000061035156,373.45001220703125,271.9546203613281,298051,TATACHEM.NS
2011-01-11,375.0,384.8999938964844,368.0,379.79998779296875,276.5787353515625,350132,TATACHEM.NS
2011-01-12,385.0,386.8500061035156,376.04998779296875,382.5,278.54498291015625,294182,TATACHEM.NS
2011-01-13,384.0,393.5,379.3999938964844,382.0,278.180908203125,290819,TATACHEM.NS
2011-01-14,384.79998779296875,387.5,376.04998779296875,381.6000061035156,277.8896179199219,266197,TATACHEM.NS
2011-01-17,381.8999938964844,386.79998779296875,372.1499938964844,378.29998779296875,275.4864501953125,311381,TATACHEM.NS
